Číslo závady,EC_SVE,EČ objektu,Katastr,Ulice,Sektor závady,Rok závady,Datum nahlášení závady,Typ závady,Plánovaný termín opravy,Stav opravy,Způsob opravy,Datum opravy
153,S-0784-042,,Starý Lískovec,ODERSKÁ,Brno - západ,2 016,19.1.2016,"dvířka-poškozena, chybí",26.1.2016,Definitivní,S montáž dvířek,19.1.2016
154,S-0963-085,,Štýřice,RENNESKÁ TŘÍDA,Brno - západ,2 016,19.1.2016,"S patice-poškozena, chybí",26.1.2016,Definitivní,S montáž patice,20.1.2016
155,S-1048-002,,Židenice,SLATINSKÁ,Brno - východ,2 016,19.1.2016,S svítidlo-nesvítí,26.1.2016,Definitivní,S výměna světelného zdroje,21.1.2016
156,S-1150-069,,Bystrc,TEYSCHLOVA,Brno - západ,2 016,19.1.2016,S svítidlo-nesvítí,26.1.2016,Definitivní,S výměna světelného zdroje,20.1.2016
157,S-1150-071,,Bystrc,TEYSCHLOVA,Brno - západ,2 016,19.1.2016,S svítidlo-nesvítí,26.1.2016,Definitivní,S výměna zapalovače,20.1.2016
158,S-0884-001,R-0304-009,Líšeň,POLÁČKOVA,Brno - východ,2 016,19.1.2016,Z vypadený jistící prvek,26.1.2016,Definitivní,vypadený jistící prvek,19.1.2016
159,S-0157-028,Z-076,Královo Pole,DOBROVSKÉHO,Brno - západ,2 016,19.1.2016,Z vypadený jistící prvek,26.1.2016,Definitivní,vypadený jistící prvek,19.1.2016
160,S-0763-011,,Město Brno,NÁM. SVOBODY,Brno - východ,2 016,19.1.2016,S svítidlo-nesvítí,26.1.2016,Definitivní,S výměna světelného zdroje,21.1.2016
161,S-0436-007,Z-210,Líšeň,KLAJDOVSKÁ,Brno - východ,2 016,20.1.2016,viz. poznámka,27.1.2016,Definitivní,při kontrole vše v pořádku,22.1.2016
162,S-1167-107,Z-135,Líšeň,TRNKOVA,Brno - východ,2 016,20.1.2016,Z porucha sign. otevření dveří,27.1.2016,Definitivní,jiná závada,20.1.2016
163,S-1120-005,,Líšeň,STŘELNICE,Brno - východ,2 016,20.1.2016,S svítidlo-bliká,27.1.2016,Definitivní,S výměna světelného zdroje,21.1.2016
164,S-0690-010,,Žabovřesky,MOZOLKY,Brno - západ,2 016,20.1.2016,S svítidlo-nesvítí,27.1.2016,Definitivní,S výměna světelného zdroje,21.1.2016
165,S-0436-007,Z-210,Líšeň,KLAJDOVSKÁ,Brno - východ,2 016,20.1.2016,Z nelze odečíst elektroměr,27.1.2016,Definitivní,Z nastavení elektroměru,21.1.2016
166,S-1269-051,Z-153,Slatina,VLNITÁ,Brno - východ,2 016,20.1.2016,"Z vypnuta regulace, viz.poznámka",27.1.2016,Definitivní,Z regulace seřízena,22.1.2016
167,S-0652-025,Z-286,Staré Brno,MENDLOVO NÁMĚSTÍ,Brno - východ,2 016,20.1.2016,Z vypadený jistící prvek,27.1.2016,Definitivní,vypadený jistící prvek,21.1.2016
168,S-1251-025,Z-542,Staré Brno,VELETRŽNÍ,Brno - západ,2 016,20.1.2016,Z vypadený jistící prvek,27.1.2016,Definitivní,vypadený jistící prvek,21.1.2016
169,S-0450-014,,Obřany,KMOCHOVA,Brno - východ,2 016,20.1.2016,S svítidlo-nesvítí,27.1.2016,Definitivní,S výměna světelného zdroje,21.1.2016
170,S-0739-006,,Husovice,NETUŠILOVA,Brno - východ,2 016,21.1.2016,S svítidlo-bliká,28.1.2016,Definitivní,S výměna světelného zdroje,22.1.2016
171,S-1586-144,,Město Brno,ŠPILBERK,Brno - východ,2 016,21.1.2016,S svítidlo-nesvítí,28.1.2016,Definitivní,S výměna světelného zdroje,22.1.2016
172,S-1355-020,,Černá Pole,ZEMĚDĚLSKÁ,Brno - východ,2 016,21.1.2016,Z vybitá PLC baterie,28.1.2016,Definitivní,Z výměna baterie,22.1.2016
173,,R-1352-003,Město Brno,ZELNÝ TRH,Brno - východ,2 016,21.1.2016,S svítidlo-nesvítí,28.1.2016,Definitivní,S výměna světelného zdroje,27.1.2016
174,S-1283-057,Z-573,Žabovřesky,VORONĚŽSKÁ,Brno - západ,2 016,22.1.2016,Z vybitá PLC baterie,29.1.2016,Definitivní,Z výměna baterie,22.1.2016
175,S-1714-161,Z-355,Slatina,OSTRAVSKÁ,Brno - východ,2 016,22.1.2016,Z vybitá PLC baterie,29.1.2016,Definitivní,Z výměna baterie,22.1.2016
176,S-1549-089,Z-336,Bystrc,OBVODOVÁ,Brno - západ,2 016,22.1.2016,Z porucha sign. přív. napětí,29.1.2016,Definitivní,Z výměna zdroje,26.1.2016
177,S-1020-005,R-1020-006,Stránice,SEDLÁKOVA,Brno - západ,2 016,22.1.2016,S svítidlo-bliká,29.1.2016,Definitivní,S výměna světelného zdroje,25.1.2016
178,S-0478-002,Z-612,Staré Brno,KOPEČNÁ,Brno - východ,2 016,22.1.2016,Z vypadený jistící prvek,29.1.2016,Definitivní,vypadený jistící prvek,25.1.2016
179,S-0327-034,Z-153,Slatina,HVIEZDOSLAVOVA,Brno - východ,2 016,22.1.2016,"Z vypnuta regulace, viz.poznámka",29.1.2016,Definitivní,Z regulace vyměněna,25.1.2016
180,S-0886-001,,Slatina,POMEZNÍ,Brno - východ,2 016,22.1.2016,"nesvítí celá ulice, oblast",29.1.2016,Definitivní,neopraveno,1.2.2016
181,S-0173-001,Z-084,Řečkovice,DUDÍKOVA,Brno - západ,2 016,22.1.2016,Z vybitá PLC baterie,29.1.2016,Definitivní,Z výměna baterie,25.1.2016
182,S-0279-031,Z-126,Komín,HLAVNÍ,Brno - západ,2 016,22.1.2016,Z vypadený jistící prvek,29.1.2016,Definitivní,vypadený jistící prvek,23.1.2016
183,S-0607-020,Z-273,Černá Pole,LUŽÁNECKÁ,Brno - východ,2 016,23.1.2016,Z porucha regulace,30.1.2016,Definitivní,Z výměna el. výzbroje,26.1.2016
184,,,Černovice,ČERNOVICKÁ,Brno - východ,2 016,23.1.2016,S stožár-poškozen,30.1.2016,Definitivní,S výměna stožáru,14.4.2016
185,S-0982-007,,Stránice,ROUBALOVA,Brno - západ,2 016,23.1.2016,"nesvítí celá ulice, oblast",30.1.2016,Definitivní,přepojení sítě,25.1.2016
186,S-0394-037,Z-195,Lesná,JURKOVIČOVA,Brno - východ,2 016,24.1.2016,Z vypadený jistící prvek,31.1.2016,Definitivní,S výměna svorkovnice,25.1.2016
187,S-0298-014,Z-139,Žabovřesky,HOROVA,Brno - západ,2 016,24.1.2016,Z vypadený jistící prvek,31.1.2016,Definitivní,vypadený jistící prvek,25.1.2016
188,S-0469-001,Z-224,Komárov,KOMÁROVSKÁ,Brno - východ,2 016,25.1.2016,Z vypadený jistící prvek,1.2.2016,Definitivní,S výměna svorkovnice,26.1.2016
189,S-0287-009,Z-130,Komárov,HNĚVKOVSKÉHO,Brno - východ,2 016,25.1.2016,"Z vypnuta regulace, viz.poznámka",1.2.2016,Definitivní,jiná závada,25.1.2016
190,S-0504-017,,Královo Pole,KOŠINOVA,Brno - západ,2 016,25.1.2016,S svítidlo-bliká,1.2.2016,Definitivní,S výměna světelného zdroje,26.1.2016
191,S-1130-025,Z-474,Židenice,SVATOPLUKOVA,Brno - východ,2 016,25.1.2016,Z vypadený jistící prvek,1.2.2016,Definitivní,vypadený jistící prvek,25.1.2016
192,S-1130-025,Z-474,Židenice,SVATOPLUKOVA,Brno - východ,2 016,25.1.2016,"Z vypnuta regulace, porucha síťě",1.2.2016,Definitivní,Z regulace zapnuta,25.1.2016
193,S-0308-099,,Medlánky,HRADECKÁ,Brno - západ,2 016,25.1.2016,S stožár-poškozen,1.2.2016,Definitivní,S výměna svítidla,26.1.2016
194,S-0275-091,Z-122,Štýřice,HERŠPICKÁ,Brno - západ,2 016,25.1.2016,Z vypadený jistící prvek,1.2.2016,Provizorní,kabelová porucha 1,2.2.2016
195,S-0275-094,Z-122,Štýřice,HERŠPICKÁ,Brno - západ,2 016,25.1.2016,"Z vypnuta regulace, porucha síťě",1.2.2016,Definitivní,Z regulace zapnuta,4.2.2016
196,S-0308-118,Z-147,Královo Pole,HRADECKÁ,Brno - západ,2 016,25.1.2016,Z vypadený jistící prvek,1.2.2016,Definitivní,vypadený jistící prvek,25.1.2016
197,S-0308-118,Z-147,Královo Pole,HRADECKÁ,Brno - západ,2 016,25.1.2016,"Z vypnuta regulace, porucha síťě",1.2.2016,Definitivní,Z regulace zapnuta,25.1.2016
198,S-0525-011,,Starý Lískovec,KROUPOVA,Brno - západ,2 016,26.1.2016,S svítidlo-nesvítí,2.2.2016,Definitivní,S výměna světelného zdroje,27.1.2016
199,S-0825-026,,Komín,PASTVINY,Brno - západ,2 016,26.1.2016,S svítidlo-nesvítí,2.2.2016,Definitivní,S výměna světelného zdroje,27.1.2016
200,S-1984-003,,Jundrov,PRAŠNICE,Brno - západ,2 016,26.1.2016,S svítidlo-nesvítí,2.2.2016,Definitivní,S výměna tlumivky,27.1.2016
201,S-0990-002,,Stránice,RUDIŠOVA,Brno - západ,2 016,26.1.2016,S svítidlo-nesvítí,2.2.2016,Definitivní,S výměna světelného zdroje,27.1.2016
202,S-0756-028,,Husovice,NOVÁČKOVA,Brno - východ,2 016,26.1.2016,S svítidlo-nesvítí,2.2.2016,Definitivní,S výměna světelného zdroje,27.1.2016
203,S-0178-137,,Starý Lískovec,DUNAJSKÁ,Brno - západ,2 016,26.1.2016,"dvířka-poškozena, chybí",2.2.2016,Definitivní,S výměna stožáru,1.9.2016
204,S-1262-001,,Černovice,VINOHRADSKÁ,Brno - východ,2 016,26.1.2016,Z vypadený jistící prvek,2.2.2016,Definitivní,jiná závada,27.1.2016
205,S-1123-001,,Město Brno,SUKOVA,Brno - východ,2 016,26.1.2016,S svítidlo-nesvítí,2.2.2016,Definitivní,při kontrole vše v pořádku,27.1.2016
206,S-0952-001,,Město Brno,RADNICKÁ,Brno - východ,2 016,26.1.2016,S svítidlo-nesvítí,2.2.2016,Definitivní,S výměna světelného zdroje,27.1.2016
207,S-1233-022,Z-535,Lesná,VACULÍKOVA,Brno - východ,2 016,27.1.2016,Z vypadený jistící prvek,3.2.2016,Definitivní,vandalizmus,27.1.2016
208,S-0866-011,Z-401,Komín,PODLESÍ,Brno - západ,2 016,27.1.2016,Z zapnulo před časem zapnutí,3.2.2016,Definitivní,při kontrole vše v pořádku,27.1.2016
209,S-0113-010,,Černá Pole,BŘENKOVA,Brno - východ,2 016,27.1.2016,S svítidlo-bliká,3.2.2016,Definitivní,S výměna světelného zdroje,27.1.2016
210,S-1415-118,R-1415-013,Komárov,ČERNOVICKÁ,Brno - východ,2 016,27.1.2016,"nesvítí celá ulice, oblast",3.2.2016,Definitivní,vypadený jistící prvek,27.1.2016
211,S-1128-099,,Komárov,SVATOPETRSKÁ,Brno - východ,2 016,27.1.2016,"nesvítí celá ulice, oblast",3.2.2016,Definitivní,vypadený jistící prvek,27.1.2016
212,S-1100-011,,Ponava,STAŇKOVA,Brno - západ,2 016,27.1.2016,S svítidlo-bliká,3.2.2016,Definitivní,S výměna světelného zdroje,28.1.2016
213,S-0899-041,,Žabovřesky,POZNAŇSKÁ,Brno - západ,2 016,27.1.2016,S stožár-poškozen,3.2.2016,Definitivní,S výměna stožáru,11.4.2016
214,S-1174-003,Z-509,Komárov,TUHÁČKOVA,Brno - východ,2 016,27.1.2016,"Z vypnuta regulace, viz.poznámka",3.2.2016,Definitivní,Z regulace vyměněna,28.1.2016
215,S-0805-011,,Starý Lískovec,OSOVÁ,Brno - západ,2 016,27.1.2016,"nesvítí celá ulice, oblast",3.2.2016,Definitivní,vypadený jistící prvek,27.1.2016
216,S-0022-006,,Židenice,BALBÍNOVA,Brno - východ,2 016,27.1.2016,S svítidlo-bliká,3.2.2016,Definitivní,S výměna světelného zdroje,28.1.2016
217,S-0202-024,Z-091,Bystrc,EČEROVA,Brno - západ,2 016,27.1.2016,viz. poznámka,3.2.2016,Definitivní,při kontrole vše v pořádku,28.1.2016
218,S-0763-015,,Město Brno,NÁM. SVOBODY,Brno - východ,2 016,28.1.2016,S svítidlo-bliká,4.2.2016,Definitivní,S výměna světelného zdroje,28.1.2016
219,S-0453-004,,Město Brno,KOBLIŽNÁ,Brno - východ,2 016,28.1.2016,S svítidlo-nesvítí,4.2.2016,Definitivní,S výměna světelného zdroje,28.1.2016
220,S-0607-101,Z-273,Černá Pole,LUŽÁNECKÁ,Brno - východ,2 016,28.1.2016,Z porucha regulace,4.2.2016,Definitivní,jiná závada,28.1.2016
221,S-1502-002,,Zábrdovice,BARVÍŘSKÁ,Brno - východ,2 016,28.1.2016,Z vybitá záložní baterie,4.2.2016,Definitivní,Z výměna baterie,28.1.2016
222,S-0202-001,Z-091,Bystrc,EČEROVA,Brno - západ,2 016,28.1.2016,Z nekomunikuje,4.2.2016,Definitivní,Z obnovena komunikace,28.1.2016
223,S-1309-175,,Štýřice,VÍDEŇSKÁ,Brno - západ,2 016,28.1.2016,S stožár-poškozen,4.2.2016,Definitivní,S výměna stožáru,4.5.2016
224,S-1136-018,R-1136-004,Nový Lískovec,SVÁŽNÁ,Brno - západ,2 016,28.1.2016,R poškozen,4.2.2016,Definitivní,R oprava RS,29.1.2016
225,S-0388-018,,Město Brno,JOŠTOVA,Brno - východ,2 016,28.1.2016,S svítidlo-nesvítí,4.2.2016,Definitivní,S výměna světelného zdroje,29.1.2016
226,S-0060-034,,Stránice,BOHUSLAVA MARTINŮ,Brno - západ,2 016,28.1.2016,S svítidlo-bliká,4.2.2016,Definitivní,S výměna světelného zdroje,29.1.2016
227,S-0472-001,,Veveří,KONEČNÉHO NÁMĚSTÍ,Brno - východ,2 016,28.1.2016,S svítidlo-nesvítí,4.2.2016,Definitivní,S výměna světelného zdroje,29.1.2016
228,S-0472-010,,Veveří,KONEČNÉHO NÁMĚSTÍ,Brno - východ,2 016,28.1.2016,S svítidlo-nesvítí,4.2.2016,Definitivní,S výměna světelného zdroje,29.1.2016
229,S-0149-008,Z-072,Královo Pole,DALIMILOVA,Brno - západ,2 016,29.1.2016,Z vypadený jistící prvek,5.2.2016,Provizorní,kabelová porucha 2,29.1.2016
230,S-0764-016,Z-312,Bystrc,NÁM. 28. DUBNA,Brno - západ,2 016,29.1.2016,Z porucha regulace,5.2.2016,Definitivní,Z regulace seřízena,29.1.2016
231,S-1256-224,Z-609,Komín,VESLAŘSKÁ,Brno - západ,2 016,29.1.2016,Z porucha proudového snímače,5.2.2016,Definitivní,jiná závada,29.1.2016
232,S-1491-021,Z-443,Komín,ŘEZÁČOVA,Brno - západ,2 016,29.1.2016,Z vypadený jistící prvek,5.2.2016,Definitivní,vypadený jistící prvek,29.1.2016
233,S-0866-014,,Komín,PODLESÍ,Brno - západ,2 016,29.1.2016,S svítidlo-bliká,5.2.2016,Definitivní,S výměna světelného zdroje,1.2.2016
234,S-1613-021,,Staré Brno,ŽLUTÝ KOPEC,Brno - západ,2 016,29.1.2016,S svítidlo-nesvítí,5.2.2016,Definitivní,S výměna světelného zdroje,1.2.2016
235,S-0826-081,,Kohoutovice,PAVLOVSKÁ,Brno - západ,2 016,29.1.2016,S svítidlo-nesvítí,5.2.2016,Definitivní,oprava kabelu,10.2.2016
236,S-0264-009,,Stránice,HAVLÍČKOVA,Brno - západ,2 016,29.1.2016,"dvířka-poškozena, chybí",5.2.2016,Definitivní,jiná závada,1.2.2016
237,S-1309-482,Z-660,Přízřenice,VÍDEŇSKÁ,Brno - západ,2 016,29.1.2016,viz. poznámka,5.2.2016,Definitivní,neopraveno,1.2.2016
238,S-1073-026,,Horní Heršpice,SOKOLOVA,Brno - východ,2 016,30.1.2016,S svítidlo-nesvítí,6.2.2016,Definitivní,S výměna světelného zdroje,1.2.2016
239,S-0091-057,Z-047,Královo Pole,BUDOVCOVA,Brno - západ,2 016,30.1.2016,viz. poznámka,6.2.2016,Definitivní,jiná závada,1.2.2016
240,S-0406-003,Z-197,Ponava,KABÁTNÍKOVA,Brno - západ,2 016,30.1.2016,Z vybitá PLC baterie,6.2.2016,Definitivní,Z výměna baterie,1.2.2016
241,S-0478-001,,Staré Brno,KOPEČNÁ,Brno - východ,2 016,30.1.2016,Z vypadený jistící prvek,6.2.2016,Definitivní,oprava kabelu,22.3.2016
242,S-0995-006,,Veveří,RYBKOVA,Brno - východ,2 016,31.1.2016,S svítidlo-nesvítí,7.2.2016,Definitivní,S výměna světelného zdroje,1.2.2016
243,S-0372-008,,Lesná,JEŽKOVA,Brno - východ,2 016,31.1.2016,S svítidlo-nesvítí,7.2.2016,Definitivní,S výměna světelného zdroje,1.2.2016
244,S-0170-021,,Řečkovice,DRUŽSTEVNÍ,Brno - západ,2 016,31.1.2016,Z vypadený jistící prvek,7.2.2016,Definitivní,vypadený jistící prvek,31.1.2016
245,S-0370-001,,Město Brno,JEZUITSKÁ,Brno - východ,2 016,31.1.2016,S svítidlo-nesvítí,7.2.2016,Definitivní,S výměna světelného zdroje,1.2.2016
246,S-0424-013,R-0424-004,Město Brno,KAPUCÍNSKÉ NÁMĚSTÍ,Brno - východ,2 016,31.1.2016,S svítidlo-nesvítí,7.2.2016,Definitivní,S výměna světelného zdroje,1.2.2016
247,S-1152-024,,Slatina,TILHONOVA,Brno - východ,2 016,1.2.2016,Z vypadený jistící prvek,8.2.2016,Definitivní,vypadený jistící prvek,1.2.2016
248,S-0654-128,,Černá Pole,MERHAUTOVA,Brno - východ,2 016,1.2.2016,viz. poznámka,8.2.2016,Definitivní,neopraveno,1.2.2016
249,S-1898-012,R-1898-001,Žebětín,BARTOLOMĚJSKÁ,Brno - západ,2 016,1.2.2016,R poškozen,8.2.2016,Definitivní,R oprava RS,2.2.2016
250,S-1164-002,,Černá Pole,TRAUBOVA,Brno - východ,2 016,1.2.2016,S svítidlo-nesvítí,8.2.2016,Definitivní,S výměna světelného zdroje,3.2.2016
251,S-0652-031,Z-286,Staré Brno,MENDLOVO NÁMĚSTÍ,Brno - východ,2 016,1.2.2016,Z vypadený jistící prvek,8.2.2016,Definitivní,vypadený jistící prvek,2.2.2016
252,S-1251-027,Z-542,Staré Brno,VELETRŽNÍ,Brno - západ,2 016,1.2.2016,Z vypadený jistící prvek,8.2.2016,Definitivní,vypadený jistící prvek,1.2.2016
253,S-1485-001,R-1485-001,Staré Brno,ÚVOZ,Brno - východ,2 016,2.2.2016,S svítidlo-nesvítí,9.2.2016,Definitivní,S výměna světelného zdroje,3.2.2016
254,S-1485-009,,Staré Brno,ÚVOZ,Brno - východ,2 016,2.2.2016,S svítidlo-nesvítí,9.2.2016,Definitivní,S výměna světelného zdroje,3.2.2016
255,S-1514-007,R-1514-001,Žebětín,DLÁŽDĚNÁ,Brno - západ,2 016,2.2.2016,R poškozen,9.2.2016,Definitivní,R oprava RS,2.2.2016
256,S-0565-027,,Staré Brno,KŘÍDLOVICKÁ,Brno - východ,2 016,2.2.2016,S svítidlo-bliká,9.2.2016,Definitivní,S výměna světelného zdroje,8.2.2016
257,S-0195-008,,Žabovřesky,ELIÁŠOVA,Brno - západ,2 016,2.2.2016,S stožár-poškozen,9.2.2016,Definitivní,S výměna stožáru,11.4.2016
258,S-1173-014,,Staré Brno,TRÝBOVA,Brno - východ,2 016,2.2.2016,S svítidlo-nesvítí,9.2.2016,Definitivní,při kontrole vše v pořádku,3.2.2016
259,S-0770-011,,Černá Pole,NÁM. SNP,Brno - východ,2 016,2.2.2016,S svítidlo-bliká,9.2.2016,Definitivní,S výměna světelného zdroje,3.2.2016
260,S-0017-012,Z-008,Kohoutovice,AXMANOVA,Brno - západ,2 016,2.2.2016,Z vypadený jistící prvek,9.2.2016,Definitivní,vypadený jistící prvek,2.2.2016
261,S-0695-008,,Husovice,MUSILOVA,Brno - východ,2 016,2.2.2016,S svítidlo-nesvítí,9.2.2016,Definitivní,S výměna světelného zdroje,3.2.2016
262,S-1123-001,,Město Brno,SUKOVA,Brno - východ,2 016,2.2.2016,S svítidlo-nesvítí,9.2.2016,Definitivní,S oprava svítidla,3.2.2016
263,S-0977-011,,Město Brno,ROOSEVELTOVA,Brno - východ,2 016,2.2.2016,S svítidlo-nesvítí,9.2.2016,Definitivní,vypadený jistící prvek,3.2.2016
264,S-0275-034,Z-120,Štýřice,HERŠPICKÁ,Brno - západ,2 016,3.2.2016,Z porucha regulace,10.2.2016,Definitivní,Z regulace seřízena,3.2.2016
265,S-0390-040,,Černá Pole,JUGOSLÁVSKÁ,Brno - východ,2 016,3.2.2016,S svítidlo-nesvítí,10.2.2016,Definitivní,S výměna světelného zdroje,5.2.2016
266,S-0262-010,,Štýřice,HAVLENOVA,Brno - západ,2 016,3.2.2016,"dvířka-poškozena, chybí",10.2.2016,Definitivní,S montáž dvířek,4.2.2016
267,S-0748-025,Z-325,Židenice,NOPOVA,Brno - východ,2 016,3.2.2016,"Z vypnuta regulace, viz.poznámka",10.2.2016,Definitivní,Z regulace zapnuta,4.2.2016
268,S-0313-003,,Židenice,HROMÁDKOVA,Brno - východ,2 016,3.2.2016,"nesvítí celá ulice, oblast",10.2.2016,Provizorní,kabelová porucha 3,4.2.2016
269,S-0298-014,Z-139,Žabovřesky,HOROVA,Brno - západ,2 016,3.2.2016,Z vypadený jistící prvek,10.2.2016,Definitivní,jiná závada,4.2.2016
270,S-0300-004,,Řečkovice,HORÁCKÉ NÁMĚSTÍ,Brno - západ,2 016,3.2.2016,S svítidlo-bliká,10.2.2016,Definitivní,S výměna světelného zdroje,4.2.2016
271,S-0375-135,Z-187,Bohunice,JIHLAVSKÁ,Brno - západ,2 016,4.2.2016,Z vypadený jistící prvek,11.2.2016,Provizorní,kabelová porucha 2,4.2.2016
272,S-0375-135,Z-187,Bohunice,JIHLAVSKÁ,Brno - západ,2 016,4.2.2016,"Z vypnuta regulace, porucha síťě",11.2.2016,Definitivní,Z regulace zapnuta,4.2.2016
273,S-0002-011,,Černá Pole,ALEŠOVA,Brno - východ,2 016,4.2.2016,S svítidlo-bliká,11.2.2016,Definitivní,S výměna světelného zdroje,5.2.2016
274,S-0169-014,,Černá Pole,DROBNÉHO,Brno - východ,2 016,4.2.2016,S svítidlo-bliká,11.2.2016,Definitivní,S výměna světelného zdroje,5.2.2016
275,S-0492-094,,Žabovřesky,KOUNICOVA,Brno - západ,2 016,4.2.2016,"dvířka-poškozena, chybí",11.2.2016,Definitivní,při kontrole vše v pořádku,4.2.2016
276,S-1176-004,Z-512,Černovice,TURGENĚVOVA,Brno - východ,2 016,4.2.2016,Z vypadený jistící prvek,11.2.2016,Definitivní,vypadený jistící prvek,4.2.2016
277,S-1176-006,Z-512,Černovice,TURGENĚVOVA,Brno - východ,2 016,4.2.2016,"Z vypnuta regulace, porucha síťě",11.2.2016,Definitivní,vypadený jistící prvek,5.2.2016
278,S-0025-002,Z-012,Líšeň,BARTÁKOVA,Brno - východ,2 016,4.2.2016,Z nekomunikuje,11.2.2016,Definitivní,jiná závada,7.2.2016
279,S-0588-003,,Husovice,LIEBERZEITOVA,Brno - východ,2 016,4.2.2016,S svítidlo-bliká,11.2.2016,Definitivní,S výměna světelného zdroje,5.2.2016
280,S-0390-004,,Zábrdovice,JUGOSLÁVSKÁ,Brno - východ,2 016,4.2.2016,S svítidlo-bliká,11.2.2016,Definitivní,S výměna světelného zdroje,5.2.2016
281,S-1097-004,,Zábrdovice,STARÁ,Brno - východ,2 016,5.2.2016,S svítidlo-bliká,12.2.2016,Definitivní,S výměna světelného zdroje,8.2.2016
282,S-0573-012,,Bystrc,LAŠTŮVKOVA,Brno - západ,2 016,5.2.2016,S svítidlo-bliká,12.2.2016,Definitivní,S výměna světelného zdroje,8.2.2016
283,S-0298-014,Z-139,Žabovřesky,HOROVA,Brno - západ,2 016,5.2.2016,Z vypadený jistící prvek,12.2.2016,Definitivní,vypadený jistící prvek,5.2.2016
284,S-1432-004,,Židenice,ŠAUMANNOVA,Brno - východ,2 016,6.2.2016,S svítidlo-bliká,13.2.2016,Definitivní,S výměna světelného zdroje,8.2.2016
285,S-0304-034,,Líšeň,HOUBALOVA,Brno - východ,2 016,6.2.2016,S svítidlo-nesvítí,13.2.2016,Definitivní,S výměna světelného zdroje,8.2.2016
286,S-0786-054,Z-339,Bohunice,OKROUHLÁ,Brno - západ,2 016,7.2.2016,Z vypadený jistící prvek,14.2.2016,Provizorní,kabelová porucha 1,8.2.2016
287,S-0455-038,,Královo Pole,KOCIÁNKA,Brno - východ,2 016,7.2.2016,Z vypadený jistící prvek,14.2.2016,Definitivní,vypadený jistící prvek,7.2.2016
288,S-0401-036,,Líšeň,JÍROVA,Brno - východ,2 016,7.2.2016,S svítidlo-rozbité,14.2.2016,Definitivní,S oprava svítidla,8.2.2016
289,S-0031-001,,Město Brno,BAŠTY,Brno - východ,2 016,7.2.2016,S svítidlo-nesvítí,14.2.2016,Definitivní,S výměna světelného zdroje,8.2.2016
290,S-1256-088,Z-545,Jundrov,VESLAŘSKÁ,Brno - západ,2 016,8.2.2016,Z porucha regulace,15.2.2016,Definitivní,Z regulace seřízena,8.2.2016
291,S-0202-001,Z-091,Bystrc,EČEROVA,Brno - západ,2 016,8.2.2016,Z zapnulo před časem zapnutí,15.2.2016,Definitivní,jiná závada,8.2.2016
292,S-0536-016,,Líšeň,KUBÍKOVA,Brno - východ,2 016,8.2.2016,S svítidlo-nesvítí,15.2.2016,Definitivní,vypadený jistící prvek,9.2.2016
293,S-0386-015,,Líšeň,JOSEFY FAIMONOVÉ,Brno - východ,2 016,8.2.2016,"nesvítí celá ulice, oblast",15.2.2016,Definitivní,vandalizmus,8.2.2016
294,S-0298-014,Z-139,Žabovřesky,HOROVA,Brno - západ,2 016,8.2.2016,Z vypadený jistící prvek,15.2.2016,Definitivní,vypadený jistící prvek,8.2.2016
295,S-1153-031,,Černá Pole,TIŠNOVSKÁ,Brno - východ,2 016,8.2.2016,S stožár-poškozen,15.2.2016,Definitivní,jiná závada,8.2.2016
